Section;Sequence;Full Index;Item Code;Item Revision;Item Description;Quantity;Master PDO;CO;FMO;Action;Comment;Whse;Issue Type;Legacy PO;SAP PO;SubCon PO;Master PDO Status;Assembly Drwg;Assembly Drwg Rev
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:B001;200847G;0;BALL BEARING 6000-QE6;2;7098;0;0;;;Pennine;FF;;2808;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:B002;223003G-4890;0;6mm Round Reinforced Polyurethane Belt;1;7098;0;0;;;Pennine;FF;;2853;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:B003;204161G;0;Igus Drylin Bearing Housing (Round) WJ200UM-01-16;2;7098;0;0;;;Pennine;FF;;3055;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:B004;2061228G;0;Guide Rail WS-16 2060mm Length;1;7098;0;0;;;Pennine;FF;;4795;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:B005;234128;0;CIRCLIP EXTERNAL 1400-0100;2;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:B006;2061232G;0;WDS Rotating Handle 8176-203;1;7098;0;0;;;Pennine;FF;;2807;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S001;421133;1;SOCKET CAP SCREW M5 x 16 GRADE 12.9;8;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S002;421579;1;SOCKET CAP SCREW M6 x 45 GRADE 12.9;2;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S003;421049;1;SOCKET CAP SCREW M8 x 20 GRADE 12.9;25;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S004;421138;1;SOCKET CAP SCREW M8 x 25 GRADE 12.9;4;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S005;421020;0;SCREW COUNTERSUNK HEAD SOCKET M5 x 20;4;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S006;421036;0;NUT FULL HEXAGON M8;21;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S007;421164;0;WASHER PLAIN M5;8;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S008;421034;0;WASHER PLAIN M6;2;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S009;421054;0;PLAIN WASHER M8;29;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S010;421284;1;SOCKET CAP SCREW M6 x 10 GRADE 12.9;2;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S011;245240;0;SCREW SOCKET HEAD CAP M10x25;2;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:305 - Hawkeye Calibration Assy - 1650;05:305:S012;421029;0;PLAIN WASHER M10;2;7098;0;0;;;Pennine;C;;;;Built;422G122;3
05 - Mech Internal;05:306 - Hawkeye Lifting Assembly (K5000-Expert);0.420833333;909G963;0;Hawkeye Lifting Assembly (K5000-Expert);1;6977;0;0;;;Pennine;FF;;;;Pre-Assembly;435G167;
05 - Mech Internal;05:306 - Hawkeye Lifting Assembly (K5000-Expert);05:306:M001;427G721;0;Hawkeye Lifting bracket RH;1;7099;0;0;;;Pennine;FF;;4169;;Built;427G732;
05 - Mech Internal;05:306 - Hawkeye Lifting Assembly (K5000-Expert);05:306:M002;427G722;0;Hawkeye Lifting bracket LH;1;7099;0;0;;;Pennine;FF;;4169;;Built;427G732;
05 - Mech Internal;05:306 - Hawkeye Lifting Assembly (K5000-Expert);05:306:S001;421144;1;Screw HEXHD Setscrew M10x30 GRADE 8.8;4;7099;0;0;;;Pennine;C;;;;Built;427G732;
05 - Mech Internal;05:306 - Hawkeye Lifting Assembly (K5000-Expert);05:306:S002;421029;0;PLAIN WASHER M10;4;7099;0;0;;;Pennine;C;;;;Built;427G732;
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;0.444444444;910G141-1650;0;Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;1;6977;0;0;;;Pennine;FF;;;;Pre-Assembly;435G167;
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M001;428G372-1650;2;Electrode (Plasma Treater);2;7100;0;0;;SEE M068 FOR EXTRUSION;Pennine;FF;;3030;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M002;423G076-1650;0;Magnet Shunt Plate;2;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M003;406G285;0;MAGNET RETAINER;4;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M004;422G171;1;END INSULATION;4;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M005;423G253;2;End Plate;1;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M006;423G079-1650;0;Magnet retaining strip;4;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M007;423G164-1650;0;Insulation Plate;2;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M008;423G080-1650;2;Back plate;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M009;422G172-1650;1;WATER COOLED SIDE PLATE;2;7100;0;0;;SEE M069 FOR EXTRUSION;Pennine;FF;;3030;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M010;422G100-1650;0;Conductance seal 1;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M011;410G044-1650;0;Conductance Seal;2;7100;0;0;;;Pennine;FF;;2906;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M012;410G058;2;Conductance seal spacer;4;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M013;423G255;2;End Plate;1;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M014;428G563-1650;1;Cover Plate LH;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M015;414G373;0;Back Treatment Bar;2;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M016;410G054;0;Location Block;2;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M017;428G565-1650;0;Impedence Shield;10;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M018;423G185-1650;3;Strengthening Channel;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M019;425G922;0;MOUNTING BRACKET;4;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M020;406G343;0;Sight Glass Holder;2;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M021;428G564-1650;1;Cover Plate RH;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M024;422G173-1650;0;PTFE STRIP;4;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M025;422G102;2;END PLATE;2;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M026;406G355-1650;1;Ceramic shield clamp;2;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M027;406G356-1650;1;Ceramic Shield Clamps;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M028;422G103-1650;1;Conductance shield 3;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M030;422G174-1650;0;WATER COOLED CENTRE PLATE;1;7100;0;0;;SEE M069 FOR EXTRUSION;Pennine;FF;;3030;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M031;406G376;0;Power Stud;2;7100;0;0;;;Pennine;FF;;3771;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M032;406G377;0;Insulation Sleeve;2;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M033;406G378;0;Insulation Block;1;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M034;406G379;0;Insulation Cover;1;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M035;406G384;0;Impedance block;2;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M036;410G055;0;Location Plate;2;7100;0;0;;;Pennine;FF;;3771;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M037;421G740;0;Stop and Location Block;4;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M038;413G570;0;Gas Bar - Screw;17;7100;0;0;;;Pennine;FF;;3769;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M040;402G585;0;SINTERED N.I.B. MAGNET;4;7100;0;0;;;Pennine;FF;;2959;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M041;402G590;0;ANISOTROPIC FERRITE MAGNET 150 X 25;20;7100;0;0;;;Pennine;FF;;2959;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M042;402G648;0;ANISOTROPIC FERRITE MAGNET 86 X 25;2;7100;0;0;;;Pennine;FF;;2959;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M043;402G651;0;ANISOTROPIC FERRITE MAGNET 140 X 12;44;7100;0;0;;;Pennine;FF;;2959;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M044;402G650;0;ANISOTROPIC FERRITE MAGNET 150 X 12;4;7100;0;0;;;Pennine;FF;;2959;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M045;402G654;0;ANISOTROPIC FERRITE MAGNET 82 X 12;4;7100;0;0;;;Pennine;FF;;2959;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M046;402G656-IT0;2;CERAMIC STRIP (FIXED LENGTH);64;7100;0;0;;;Pennine;FF;;11400;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M047;402G656-IT1;2;CERAMIC STRIP (FIXED LENGTH);4;7100;0;0;;;Pennine;FF;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M048;402G656-IT2;1;CERAMIC STRIP (FIXED LENGTH);8;7100;0;0;;;Pennine;FF;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M049;402G809;0;SIGHT GLASS;2;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M050;406G566;0;Impedance block;2;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M052;414G374;0;Shim Pack;1;7100;0;0;;;Pennine;FF;;3800;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M053;423G042-.;0;Electrode Top Plate;8;7100;0;0;;;Pennine;FF;;4169;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M054;423G682-1650;2;Electrode Top Plate (End);4;7100;0;0;;;Pennine;FF;;3800;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M060;428G570-1650;1;Stiffener;2;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M061;411G822;0;Plasma Viewing Window;2;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M062;411G823;0;Plasma Viewing Window Clamp;2;7100;0;0;;;Pennine;FF;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M063;423G095;0;Modification To Swagelok Fitting;8;7100;0;0;;;Pennine;FF;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M064;423G188;0;Graphite Foil Packer;8;7100;0;0;;;Pennine;FF;;2991;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M065;423G189-1650;0;Graphite Foil Packer;4;7100;0;0;;;Pennine;FF;;2991;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M066;422G104-1650;1;GAS BAR;1;7100;0;0;;;Pennine;FF;;4124;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M067;428G414;0;1/4 BSP Male/female Adaptor;8;7100;0;0;;;Pennine;FF;;3800;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M068;423G270-1650;0;Electrode Extrusion Blank;2;7100;0;0;;EXTRUSION DRAWING FOR M001;Pennine;FF;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:M069;406G591-1650;1;Side plate extrusion blank;3;7100;0;0;;EXTRUSION DRAWING FOR M009 & M030;Pennine;FF;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B001;241009G;0;SURFACE MOUNT HINGES-WDS 8630-205;4;7100;0;0;;;Pennine;FF;;2807;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B002;424002;1;Clamping Ring DN10-16 ISO KF;1;7100;0;0;;;Pennine;FF;;2971;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B003;424004;0;Centering Ring NW16KF;1;7100;0;0;;;Pennine;FF;;2971;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B004;424021;0;Elbow 90 deg - Hose Adaptor DN 16 ISO-KF-20;1;7100;0;0;;;Pennine;FF;;4130;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B005;424023;2;Screw - In Flange DN 16 ISO-KF x G1/2IN;1;7100;0;0;;;Pennine;FF;;2971;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B008;4232320G;0;Tube 3/8IN O/D x 0.035IN Thick S.S.;1;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B009;423706;0;Tube 12mm O/D x 1.0 WALL S.S. CUT TO LENGTH.;1;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B010;423980;0;Tube 10mm O/D x 1.0 WALL S.S. CUT TO LENGTH.;1;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B013;423988;0;10mm-3/8IN Male Elbow Connector;8;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B014;423586;0;10mm Union Elbow;4;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B015;423806;0;12mm-3/8IN Male Connector;2;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B016;427052;0;Positionable Male Elbow 12 OD x 3/8IN BSPP;2;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B018;427245;0;Male Adaptor 12 OD x 3/8IN BSPP;4;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B019;427087;0;3/8IN Tube Adaptor;8;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B022;241157G;0;ELESA WING KNOB GN 433-34-M6-30-MT;2;7100;0;0;;;Pennine;FF;;3011;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B024;241008G;0;FEMALE STAINLESS STEEL LOBE KNOB VCM-SST-40-M8;4;7100;0;0;;;Pennine;FF;;3011;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B025;2442231G;0;BOSCH SIZE 10 'T' NUT M8 20MM LONG;26;7100;0;0;;;Pennine;FF;;2906;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B026;2442301G;0;BOSCH SPRING FOR 10mm T-BLOCK 3 842 516 669;4;7100;0;0;;;Pennine;FF;;2906;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B027;423200;0;Tubing Clips 10dia Enots;1;7100;0;0;;;Pennine;FF;;2853;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B029;427184;0;Hose End Connection - 3/8IN Tube;2;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B030;423588;0;12mm Compression fitting Union Elbow;14;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B031;427182;0;Gasket ISO Parallel 1/4IN;8;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B032;427643G;0;Swagelok Male Connector SS-12-MTA-1-4RS;8;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B033;427060;0;Tube Adaptor 12 OD x 1/2IN Hose;2;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B034;427412;0;Gasket ISO Parallel 3/8IN;8;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B035;423846;0;Male Connector 3/8IN ISO x3/8IN o/d tube;2;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B036;423990;0;12mm TO 1/2IN UNION;2;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B040;427687G;0;O'Ring Plug (9/16 UNF Stainless Steel);8;7100;0;0;;;Pennine;FF;;2997;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B041;239349;0;Seal 'O' Ring RM0141-16 Nitrile;8;7100;0;0;;;Pennine;FF;;2808;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:B042;427066;0;Swagelok Tube Adaptor 1/2IN;2;7100;0;0;;;Pennine;FF;;3028;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S001;421149;1;SOCKET CAP SCREW M10 x 20 GRADE 12.9;16;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S002;421339;0;Screw Caphead M5x10 SS;4;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S003;421121;1;SOCKET CAP SCREW M6 x 16 GRADE 12.9;8;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S004;421019;1;Socket Head Capscrew M6 x 20 GRADE 12.9;4;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S007;421351;1;SOCKET CAP SCREW M5 x 50 GRADE 12.9;4;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S008;421452;1;SOCKET CAP SCREW M12 x 25 GRADE 12.9;8;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S009;421138;1;SOCKET CAP SCREW M8 x 25 GRADE 12.9;28;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S010;421237;1;SOCKET CAP SCREW M8 x 35 GRADE 12.9;4;7100;0;0;;;Pennine;C;;;;Built;428G559;3
05 - Mech Internal;05:340 - Planer Plasma Treater - Standard 1250 - 3650 Web - 1650 Plasma Treater;05:340:S011;421648;0;Screw Csk Head Slotted M5 x 8;40;7100;0;0;;;Pennine;C;;;;Built;428G559;3
